cdf,prefill_e2e_time_normalized,replica
0.96,0.0009404208047735918,6
0.97,0.0010042831924482716,6
0.98,0.0010681455801229516,6
0.99,0.0011320079677976315,6
1.0,0.0011958703554723114,6
0.0,3.3222661694499874e-05,7
0.01,3.626696118891792e-05,7
0.02,3.9311260683335964e-05,7
0.03,4.235556017775401e-05,7
0.04,4.539985967217206e-05,7
0.05,4.844415916659011e-05,7
0.06,5.148845866100815e-05,7
0.07,5.3786912435934456e-05,7
0.08,5.4593674771877267e-05,7
0.09,5.540043710782007e-05,7
0.1,5.620719944376288e-05,7
0.11,5.701396177970569e-05,7
0.12,5.78207241156485e-05,7
0.13,5.862748645159131e-05,7
0.14,5.932637218939296e-05,7
0.15,5.997131962812403e-05,7
0.16,6.06162670668551e-05,7
0.17,6.126121450558618e-05,7
0.18,6.190616194431725e-05,7
0.19,6.255110938304832e-05,7
0.2,6.319605682177939e-05,7
0.21,6.383248920221369e-05,7
0.22,6.4468921582648e-05,7
0.23,6.510535396308231e-05,7
0.24,6.574178634351661e-05,7
0.25,6.637821872395092e-05,7
0.26,6.701465110438522e-05,7
0.27,6.807446455444928e-05,7
0.28,6.998104014377282e-05,7
0.29,7.188761573309636e-05,7
0.3,7.379419132241991e-05,7
0.31,7.570076691174346e-05,7
0.32,7.7607342501067e-05,7
0.33,7.951391809039055e-05,7
0.34,8.307356523938666e-05,7
0.35000000000000003,8.745974816821902e-05,7
0.36,9.184593109705139e-05,7
0.37,9.623211402588377e-05,7
0.38,0.00010061829695471615,7
0.39,0.00010500447988354855,7
0.4,0.0001093906628123809,7
0.41000000000000003,0.0001125440334793717,7
0.42,0.00011569740414636251,7
0.43,0.00011885077481335333,7
0.44,0.00012200414548034413,7
0.45,0.00012515751614733492,7
0.46,0.00012831088681432575,7
0.47000000000000003,0.00013110581298804894,7
0.48,0.00013318385017523692,7
0.49,0.00013526188736242493,7
0.5,0.00013733992454961292,7
0.51,0.0001394179617368009,7
0.52,0.0001414959989239889,7
0.53,0.0001435740361111769,7
0.54,0.00015092265365197343,7
0.55,0.00016090656136957403,7
0.56,0.00017089046908717474,7
0.5700000000000001,0.00018087437680477545,7
0.58,0.00019085828452237603,7
0.59,0.00020084219223997674,7
0.6,0.00021082609995757746,7
0.61,0.00021438098779478595,7
0.62,0.00021793587563199445,7
0.63,0.0002214907634692029,7
0.64,0.0002250456513064114,7
0.65,0.00022860053914361986,7
0.66,0.00023215542698082835,7
0.67,0.00024421547414176854,7
0.68,0.0002732858399501717,7
0.6900000000000001,0.0003023562057585746,7
0.7000000000000001,0.0003314265715669778,7
0.71,0.00036049693737538063,7
0.72,0.00038956730318378386,7
0.73,0.0004186376689921871,7
0.74,0.0004344086186025204,7
0.75,0.0004435298601138187,7
0.76,0.00045265110162511705,7
0.77,0.00046177234313641533,7
0.78,0.00047089358464771366,7
0.79,0.00048001482615901193,7
0.8,0.0004891360676703102,7
0.81,0.000546893364530288,7
0.8200000000000001,0.0006046506613902652,7
0.8300000000000001,0.0006624079582502431,7
0.84,0.000720165255110221,7
0.85,0.0007779225519701988,7
0.86,0.0008356798488301767,7
0.87,0.001012924841301952,7
0.88,0.001429145224997313,7
0.89,0.001845365608692679,7
0.9,0.002261585992388045,7
0.91,0.0026778063760834114,7
0.92,0.003094026759778777,7
0.93,0.0035102471434741433,7
0.9400000000000001,0.004712066266219328,7
0.9500000000000001,0.006306684758489437,7
0.96,0.007901303250759526,7
0.97,0.009495921743029635,7
0.98,0.011090540235299744,7
0.99,0.012685158727569854,7
1.0,0.014279777219839963,7
